,Store,Date,Dept,Weekly_Sales,Fuel_Price,IsHoliday,CPI,Unemployment,month-year
163262,18,2010-02-26,82.0,12136.71,2.753,0,131.686,9.202,2010-02-01
163234,18,2010-02-26,50.0,75.0,2.753,0,131.686,9.202,2010-02-01
163236,18,2010-02-26,4.0,26124.41,2.753,0,131.686,9.202,2010-02-01
163237,18,2010-02-26,31.0,3361.34,2.753,0,131.686,9.202,2010-02-01
163238,18,2010-02-26,59.0,709.39,2.753,0,131.686,9.202,2010-02-01
163239,18,2010-02-26,1.0,16951.62,2.753,0,131.686,9.202,2010-02-01
163240,18,2010-02-26,36.0,1450.5,2.753,0,131.686,9.202,2010-02-01
163241,18,2010-02-26,28.0,1999.41,2.753,0,131.686,9.202,2010-02-01
163242,18,2010-02-26,3.0,14382.83,2.753,0,131.686,9.202,2010-02-01
163235,18,2010-02-26,79.0,26365.29,2.753,0,131.686,9.202,2010-02-01
153355,17,2010-02-19,24.0,4438.23,2.654,0,126.5262857,6.548,2010-02-01
163263,18,2010-02-26,9.0,13830.17,2.753,0,131.686,9.202,2010-02-01
163265,18,2010-02-26,16.0,6101.78,2.753,0,131.686,9.202,2010-02-01
163286,18,2010-02-26,8.0,36394.45,2.753,0,131.686,9.202,2010-02-01
163287,18,2010-02-26,67.0,6875.8,2.753,0,131.686,9.202,2010-02-01
163288,18,2010-02-26,90.0,15295.27,2.753,0,131.686,9.202,2010-02-01
163289,18,2010-02-26,46.0,24386.78,2.753,0,131.686,9.202,2010-02-01
163290,18,2010-02-26,97.0,3518.48,2.753,0,131.686,9.202,2010-02-01
163291,18,2010-02-26,27.0,3435.38,2.753,0,131.686,9.202,2010-02-01
163292,18,2010-02-26,25.0,15290.75,2.753,0,131.686,9.202,2010-02-01
163293,18,2010-02-26,49.0,15448.26,2.753,0,131.686,9.202,2010-02-01
163294,18,2010-02-26,54.0,215.0,2.753,0,131.686,9.202,2010-02-01
163295,18,2010-02-26,40.0,69547.34,2.753,0,131.686,9.202,2010-02-01
153437,17,2010-02-26,74.0,11129.14,2.667,0,126.5522857,6.548,2010-02-01
153436,17,2010-02-26,41.0,12.0,2.667,0,126.5522857,6.548,2010-02-01
153435,17,2010-02-26,59.0,919.18,2.667,0,126.5522857,6.548,2010-02-01
153434,17,2010-02-26,87.0,7075.34,2.667,0,126.5522857,6.548,2010-02-01
153433,17,2010-02-26,11.0,12285.26,2.667,0,126.5522857,6.548,2010-02-01
163285,18,2010-02-26,21.0,5958.34,2.753,0,131.686,9.202,2010-02-01
163284,18,2010-02-26,24.0,9719.22,2.753,0,131.686,9.202,2010-02-01
163283,18,2010-02-26,30.0,6276.5,2.753,0,131.686,9.202,2010-02-01
163282,18,2010-02-26,38.0,82610.56,2.753,0,131.686,9.202,2010-02-01
163266,18,2010-02-26,80.0,59.88,2.753,0,131.686,9.202,2010-02-01
163267,18,2010-02-26,19.0,3040.87,2.753,0,131.686,9.202,2010-02-01
163268,18,2010-02-26,6.0,6782.27,2.753,0,131.686,9.202,2010-02-01
163269,18,2010-02-26,87.0,15795.73,2.753,0,131.686,9.202,2010-02-01
163270,18,2010-02-26,35.0,3673.0,2.753,0,131.686,9.202,2010-02-01
163271,18,2010-02-26,94.0,4.9,2.753,0,131.686,9.202,2010-02-01
163272,18,2010-02-26,10.0,15740.41,2.753,0,131.686,9.202,2010-02-01
163264,18,2010-02-26,95.0,51817.09,2.753,0,131.686,9.202,2010-02-01
163273,18,2010-02-26,26.0,10816.52,2.753,0,131.686,9.202,2010-02-01
163275,18,2010-02-26,42.0,5400.18,2.753,0,131.686,9.202,2010-02-01
163276,18,2010-02-26,20.0,10322.27,2.753,0,131.686,9.202,2010-02-01
163277,18,2010-02-26,13.0,45534.82,2.753,0,131.686,9.202,2010-02-01
163278,18,2010-02-26,23.0,29875.78,2.753,0,131.686,9.202,2010-02-01
163279,18,2010-02-26,22.0,19603.59,2.753,0,131.686,9.202,2010-02-01
163280,18,2010-02-26,91.0,8728.63,2.753,0,131.686,9.202,2010-02-01
163281,18,2010-02-26,14.0,24230.12,2.753,0,131.686,9.202,2010-02-01
163274,18,2010-02-26,12.0,3801.89,2.753,0,131.686,9.202,2010-02-01
153354,17,2010-02-19,46.0,23162.89,2.654,0,126.5262857,6.548,2010-02-01
153353,17,2010-02-19,22.0,7567.62,2.654,0,126.5262857,6.548,2010-02-01
153352,17,2010-02-19,10.0,11700.91,2.654,0,126.5262857,6.548,2010-02-01
153253,17,2010-02-12,55.0,14916.74,2.671,1,126.4962581,6.548,2010-02-01
153252,17,2010-02-12,12.0,5602.04,2.671,1,126.4962581,6.548,2010-02-01
153251,17,2010-02-12,85.0,4532.32,2.671,1,126.4962581,6.548,2010-02-01
153250,17,2010-02-12,46.0,23792.33,2.671,1,126.4962581,6.548,2010-02-01
153249,17,2010-02-12,42.0,3035.85,2.671,1,126.4962581,6.548,2010-02-01
153248,17,2010-02-12,79.0,29416.03,2.671,1,126.4962581,6.548,2010-02-01
153247,17,2010-02-12,5.0,24537.73,2.671,1,126.4962581,6.548,2010-02-01
153246,17,2010-02-12,91.0,10394.12,2.671,1,126.4962581,6.548,2010-02-01
153245,17,2010-02-12,80.0,675.84,2.671,1,126.4962581,6.548,2010-02-01
153244,17,2010-02-12,35.0,1519.0,2.671,1,126.4962581,6.548,2010-02-01
153243,17,2010-02-12,94.0,835.0,2.671,1,126.4962581,6.548,2010-02-01
153242,17,2010-02-12,78.0,-3.0,2.671,1,126.4962581,6.548,2010-02-01
153241,17,2010-02-12,92.0,46393.8,2.671,1,126.4962581,6.548,2010-02-01
153240,17,2010-02-12,4.0,19928.04,2.671,1,126.4962581,6.548,2010-02-01
153239,17,2010-02-12,60.0,308.0,2.671,1,126.4962581,6.548,2010-02-01
153254,17,2010-02-12,71.0,3689.0,2.671,1,126.4962581,6.548,2010-02-01
153255,17,2010-02-12,83.0,642.82,2.671,1,126.4962581,6.548,2010-02-01
153256,17,2010-02-12,20.0,3403.32,2.671,1,126.4962581,6.548,2010-02-01
153257,17,2010-02-12,3.0,15581.17,2.671,1,126.4962581,6.548,2010-02-01
153273,17,2010-02-12,82.0,13965.95,2.671,1,126.4962581,6.548,2010-02-01
153272,17,2010-02-12,13.0,20836.78,2.671,1,126.4962581,6.548,2010-02-01
153271,17,2010-02-12,26.0,11781.24,2.671,1,126.4962581,6.548,2010-02-01
153270,17,2010-02-12,44.0,8767.9,2.671,1,126.4962581,6.548,2010-02-01
153269,17,2010-02-12,6.0,4976.49,2.671,1,126.4962581,6.548,2010-02-01
153268,17,2010-02-12,97.0,6587.91,2.671,1,126.4962581,6.548,2010-02-01
153267,17,2010-02-12,22.0,7259.16,2.671,1,126.4962581,6.548,2010-02-01
153238,17,2010-02-12,45.0,38.93,2.671,1,126.4962581,6.548,2010-02-01
153266,17,2010-02-12,9.0,14727.31,2.671,1,126.4962581,6.548,2010-02-01
153264,17,2010-02-12,40.0,45612.83,2.671,1,126.4962581,6.548,2010-02-01
153263,17,2010-02-12,28.0,1840.77,2.671,1,126.4962581,6.548,2010-02-01
153262,17,2010-02-12,7.0,12589.82,2.671,1,126.4962581,6.548,2010-02-01
153261,17,2010-02-12,93.0,2972.41,2.671,1,126.4962581,6.548,2010-02-01
153260,17,2010-02-12,24.0,6702.22,2.671,1,126.4962581,6.548,2010-02-01
153259,17,2010-02-12,59.0,1179.29,2.671,1,126.4962581,6.548,2010-02-01
153258,17,2010-02-12,17.0,9641.04,2.671,1,126.4962581,6.548,2010-02-01
153265,17,2010-02-12,81.0,10455.36,2.671,1,126.4962581,6.548,2010-02-01
153274,17,2010-02-12,52.0,3967.4,2.671,1,126.4962581,6.548,2010-02-01
153237,17,2010-02-12,48.0,801.0,2.671,1,126.4962581,6.548,2010-02-01
153235,17,2010-02-12,27.0,1371.0,2.671,1,126.4962581,6.548,2010-02-01
153214,17,2010-02-05,17.0,10642.14,2.666,0,126.4420645,6.548,2010-02-01
153213,17,2010-02-05,11.0,13238.96,2.666,0,126.4420645,6.548,2010-02-01
153212,17,2010-02-05,19.0,3884.62,2.666,0,126.4420645,6.548,2010-02-01
153211,17,2010-02-05,40.0,47359.32,2.666,0,126.4420645,6.548,2010-02-01
153210,17,2010-02-05,48.0,1215.0,2.666,0,126.4420645,6.548,2010-02-01
153209,17,2010-02-05,85.0,3466.41,2.666,0,126.4420645,6.548,2010-02-01
153208,17,2010-02-05,79.0,31042.73,2.666,0,126.4420645,6.548,2010-02-01
153207,17,2010-02-05,18.0,4803.1,2.666,0,126.4420645,6.548,2010-02-01
153206,17,2010-02-05,26.0,7853.86,2.666,0,126.4420645,6.548,2010-02-01
153205,17,2010-02-05,16.0,2105.28,2.666,0,126.4420645,6.548,2010-02-01
153204,17,2010-02-05,87.0,7904.69,2.666,0,126.4420645,6.548,2010-02-01
153203,17,2010-02-05,51.0,4.66,2.666,0,126.4420645,6.548,2010-02-01
153202,17,2010-02-05,25.0,3413.75,2.666,0,126.4420645,6.548,2010-02-01
153201,17,2010-02-05,38.0,64439.76,2.666,0,126.4420645,6.548,2010-02-01
153200,17,2010-02-05,92.0,51133.0,2.666,0,126.4420645,6.548,2010-02-01
153215,17,2010-02-05,20.0,3461.32,2.666,0,126.4420645,6.548,2010-02-01
153216,17,2010-02-05,90.0,30061.67,2.666,0,126.4420645,6.548,2010-02-01
153217,17,2010-02-05,80.0,842.0,2.666,0,126.4420645,6.548,2010-02-01
153218,17,2010-02-05,8.0,22462.7,2.666,0,126.4420645,6.548,2010-02-01
153234,17,2010-02-12,19.0,3762.38,2.671,1,126.4962581,6.548,2010-02-01
153233,17,2010-02-12,31.0,1902.84,2.671,1,126.4962581,6.548,2010-02-01
153232,17,2010-02-12,29.0,3495.23,2.671,1,126.4962581,6.548,2010-02-01
153231,17,2010-02-12,14.0,10789.0,2.671,1,126.4962581,6.548,2010-02-01
153230,17,2010-02-12,32.0,5617.53,2.671,1,126.4962581,6.548,2010-02-01
153229,17,2010-02-12,30.0,2319.44,2.671,1,126.4962581,6.548,2010-02-01
153228,17,2010-02-12,58.0,1100.0,2.671,1,126.4962581,6.548,2010-02-01
153236,17,2010-02-12,23.0,13476.48,2.671,1,126.4962581,6.548,2010-02-01
153227,17,2010-02-05,98.0,240.25,2.666,0,126.4420645,6.548,2010-02-01
153225,17,2010-02-05,3.0,15548.65,2.666,0,126.4420645,6.548,2010-02-01
153224,17,2010-02-05,34.0,7132.67,2.666,0,126.4420645,6.548,2010-02-01
153223,17,2010-02-05,21.0,4534.25,2.666,0,126.4420645,6.548,2010-02-01
153222,17,2010-02-05,7.0,11501.61,2.666,0,126.4420645,6.548,2010-02-01
153221,17,2010-02-05,93.0,4000.62,2.666,0,126.4420645,6.548,2010-02-01
153220,17,2010-02-05,52.0,3420.93,2.666,0,126.4420645,6.548,2010-02-01
153219,17,2010-02-05,36.0,789.0,2.666,0,126.4420645,6.548,2010-02-01
153226,17,2010-02-05,22.0,5326.23,2.666,0,126.4420645,6.548,2010-02-01
153198,17,2010-02-05,60.0,211.2,2.666,0,126.4420645,6.548,2010-02-01
153275,17,2010-02-12,21.0,5133.6,2.671,1,126.4962581,6.548,2010-02-01
153277,17,2010-02-12,98.0,758.5,2.671,1,126.4962581,6.548,2010-02-01
153331,17,2010-02-19,48.0,234.0,2.654,0,126.5262857,6.548,2010-02-01
153330,17,2010-02-19,7.0,13099.78,2.654,0,126.5262857,6.548,2010-02-01
153329,17,2010-02-19,67.0,10203.86,2.654,0,126.5262857,6.548,2010-02-01
153328,17,2010-02-19,33.0,6294.61,2.654,0,126.5262857,6.548,2010-02-01
153327,17,2010-02-19,36.0,1093.0,2.654,0,126.5262857,6.548,2010-02-01
153326,17,2010-02-19,92.0,44128.41,2.654,0,126.5262857,6.548,2010-02-01
153325,17,2010-02-19,11.0,10937.71,2.654,0,126.5262857,6.548,2010-02-01
153324,17,2010-02-19,25.0,4230.0,2.654,0,126.5262857,6.548,2010-02-01
153323,17,2010-02-19,54.0,175.0,2.654,0,126.5262857,6.548,2010-02-01
153322,17,2010-02-19,27.0,1142.5,2.654,0,126.5262857,6.548,2010-02-01
153321,17,2010-02-19,35.0,4048.1,2.654,0,126.5262857,6.548,2010-02-01
153320,17,2010-02-19,12.0,6686.23,2.654,0,126.5262857,6.548,2010-02-01
153319,17,2010-02-19,81.0,10038.57,2.654,0,126.5262857,6.548,2010-02-01
153318,17,2010-02-19,91.0,9810.36,2.654,0,126.5262857,6.548,2010-02-01
153317,17,2010-02-19,2.0,36840.52,2.654,0,126.5262857,6.548,2010-02-01
153332,17,2010-02-19,40.0,46422.08,2.654,0,126.5262857,6.548,2010-02-01
153333,17,2010-02-19,72.0,60913.46,2.654,0,126.5262857,6.548,2010-02-01
153334,17,2010-02-19,14.0,10985.93,2.654,0,126.5262857,6.548,2010-02-01
153335,17,2010-02-19,95.0,39261.2,2.654,0,126.5262857,6.548,2010-02-01
153351,17,2010-02-19,20.0,3451.23,2.654,0,126.5262857,6.548,2010-02-01
153350,17,2010-02-19,59.0,956.81,2.654,0,126.5262857,6.548,2010-02-01
153349,17,2010-02-19,1.0,23375.58,2.654,0,126.5262857,6.548,2010-02-01
153348,17,2010-02-19,60.0,158.4,2.654,0,126.5262857,6.548,2010-02-01
153347,17,2010-02-19,9.0,16732.29,2.654,0,126.5262857,6.548,2010-02-01
153346,17,2010-02-19,97.0,5988.3,2.654,0,126.5262857,6.548,2010-02-01
153345,17,2010-02-19,16.0,2237.13,2.654,0,126.5262857,6.548,2010-02-01
153316,17,2010-02-19,79.0,27615.57,2.654,0,126.5262857,6.548,2010-02-01
153344,17,2010-02-19,31.0,1861.26,2.654,0,126.5262857,6.548,2010-02-01
153342,17,2010-02-19,94.0,4985.98,2.654,0,126.5262857,6.548,2010-02-01
153341,17,2010-02-19,5.0,20236.42,2.654,0,126.5262857,6.548,2010-02-01
153340,17,2010-02-19,8.0,20038.68,2.654,0,126.5262857,6.548,2010-02-01
153339,17,2010-02-19,80.0,660.32,2.654,0,126.5262857,6.548,2010-02-01
153338,17,2010-02-19,56.0,1777.5,2.654,0,126.5262857,6.548,2010-02-01
153337,17,2010-02-19,6.0,6771.34,2.654,0,126.5262857,6.548,2010-02-01
153336,17,2010-02-19,71.0,4669.04,2.654,0,126.5262857,6.548,2010-02-01
153343,17,2010-02-19,26.0,9222.78,2.654,0,126.5262857,6.548,2010-02-01
153276,17,2010-02-12,2.0,36920.11,2.671,1,126.4962581,6.548,2010-02-01
153315,17,2010-02-19,42.0,3970.55,2.654,0,126.5262857,6.548,2010-02-01
153313,17,2010-02-19,82.0,12378.19,2.654,0,126.5262857,6.548,2010-02-01
153292,17,2010-02-12,90.0,26722.85,2.671,1,126.4962581,6.548,2010-02-01
153291,17,2010-02-12,8.0,20456.75,2.671,1,126.4962581,6.548,2010-02-01
153290,17,2010-02-12,10.0,11814.74,2.671,1,126.4962581,6.548,2010-02-01
153289,17,2010-02-12,67.0,15474.5,2.671,1,126.4962581,6.548,2010-02-01
153288,17,2010-02-12,87.0,7208.8,2.671,1,126.4962581,6.548,2010-02-01
153287,17,2010-02-12,38.0,73037.45,2.671,1,126.4962581,6.548,2010-02-01
153286,17,2010-02-12,74.0,11294.78,2.671,1,126.4962581,6.548,2010-02-01
153285,17,2010-02-12,34.0,8523.6,2.671,1,126.4962581,6.548,2010-02-01
153284,17,2010-02-12,33.0,7689.49,2.671,1,126.4962581,6.548,2010-02-01
153283,17,2010-02-12,36.0,851.0,2.671,1,126.4962581,6.548,2010-02-01
153282,17,2010-02-12,54.0,56.0,2.671,1,126.4962581,6.548,2010-02-01
153281,17,2010-02-12,95.0,43523.18,2.671,1,126.4962581,6.548,2010-02-01
153280,17,2010-02-12,56.0,1031.44,2.671,1,126.4962581,6.548,2010-02-01
153279,17,2010-02-12,25.0,4600.5,2.671,1,126.4962581,6.548,2010-02-01
153278,17,2010-02-12,72.0,62207.86,2.671,1,126.4962581,6.548,2010-02-01
153293,17,2010-02-12,18.0,12397.47,2.671,1,126.4962581,6.548,2010-02-01
153294,17,2010-02-12,1.0,40434.79,2.671,1,126.4962581,6.548,2010-02-01
153295,17,2010-02-12,11.0,12032.93,2.671,1,126.4962581,6.548,2010-02-01
153296,17,2010-02-12,16.0,2001.37,2.671,1,126.4962581,6.548,2010-02-01
153312,17,2010-02-19,17.0,9331.02,2.654,0,126.5262857,6.548,2010-02-01
153311,17,2010-02-19,44.0,6963.53,2.654,0,126.5262857,6.548,2010-02-01
153310,17,2010-02-19,85.0,4234.86,2.654,0,126.5262857,6.548,2010-02-01
153309,17,2010-02-19,47.0,-17.74,2.654,0,126.5262857,6.548,2010-02-01
153308,17,2010-02-19,98.0,20.0,2.654,0,126.5262857,6.548,2010-02-01
153307,17,2010-02-19,55.0,11940.21,2.654,0,126.5262857,6.548,2010-02-01
153306,17,2010-02-19,23.0,13907.22,2.654,0,126.5262857,6.548,2010-02-01
153314,17,2010-02-19,29.0,4130.18,2.654,0,126.5262857,6.548,2010-02-01
153305,17,2010-02-19,38.0,70361.72,2.654,0,126.5262857,6.548,2010-02-01
153303,17,2010-02-19,3.0,12712.95,2.654,0,126.5262857,6.548,2010-02-01
153302,17,2010-02-19,30.0,2360.08,2.654,0,126.5262857,6.548,2010-02-01
153301,17,2010-02-19,4.0,18594.79,2.654,0,126.5262857,6.548,2010-02-01
153300,17,2010-02-19,58.0,1546.0,2.654,0,126.5262857,6.548,2010-02-01
153299,17,2010-02-19,45.0,9.47,2.654,0,126.5262857,6.548,2010-02-01
153298,17,2010-02-19,93.0,2823.5,2.654,0,126.5262857,6.548,2010-02-01
153297,17,2010-02-12,51.0,42.34,2.671,1,126.4962581,6.548,2010-02-01
153304,17,2010-02-19,28.0,1788.8,2.654,0,126.5262857,6.548,2010-02-01
366877,40,2010-02-26,18.0,710.05,2.753,0,131.686,5.892,2010-02-01
366876,40,2010-02-26,40.0,31264.26,2.753,0,131.686,5.892,2010-02-01
366875,40,2010-02-26,74.0,8884.7,2.753,0,131.686,5.892,2010-02-01
78770,9,2010-02-12,10.0,11958.7,2.548,1,214.8056534,6.415,2010-02-01
78771,9,2010-02-12,7.0,10170.54,2.548,1,214.8056534,6.415,2010-02-01
78772,9,2010-02-12,46.0,7022.17,2.548,1,214.8056534,6.415,2010-02-01
78773,9,2010-02-12,9.0,6556.94,2.548,1,214.8056534,6.415,2010-02-01
78774,9,2010-02-12,24.0,2291.28,2.548,1,214.8056534,6.415,2010-02-01
78775,9,2010-02-12,22.0,6161.22,2.548,1,214.8056534,6.415,2010-02-01
78776,9,2010-02-12,90.0,2486.18,2.548,1,214.8056534,6.415,2010-02-01
78777,9,2010-02-12,25.0,6053.75,2.548,1,214.8056534,6.415,2010-02-01
78778,9,2010-02-12,20.0,2349.0,2.548,1,214.8056534,6.415,2010-02-01
78779,9,2010-02-12,41.0,1317.0,2.548,1,214.8056534,6.415,2010-02-01
78780,9,2010-02-12,12.0,5321.75,2.548,1,214.8056534,6.415,2010-02-01
78781,9,2010-02-12,54.0,380.0,2.548,1,214.8056534,6.415,2010-02-01
78782,9,2010-02-19,40.0,30994.36,2.514,0,214.8506185,6.415,2010-02-01
78783,9,2010-02-19,92.0,10233.49,2.514,0,214.8506185,6.415,2010-02-01
78784,9,2010-02-19,36.0,216.0,2.514,0,214.8506185,6.415,2010-02-01
78769,9,2010-02-12,5.0,23090.98,2.548,1,214.8056534,6.415,2010-02-01
78785,9,2010-02-19,3.0,5402.42,2.514,0,214.8506185,6.415,2010-02-01
78768,9,2010-02-12,85.0,475.91,2.548,1,214.8056534,6.415,2010-02-01
78766,9,2010-02-12,38.0,76652.26,2.548,1,214.8056534,6.415,2010-02-01
78751,9,2010-02-12,31.0,1312.96,2.548,1,214.8056534,6.415,2010-02-01
78752,9,2010-02-12,44.0,3075.42,2.548,1,214.8056534,6.415,2010-02-01
78753,9,2010-02-12,35.0,1067.0,2.548,1,214.8056534,6.415,2010-02-01
78754,9,2010-02-12,16.0,3340.89,2.548,1,214.8056534,6.415,2010-02-01
78755,9,2010-02-12,59.0,277.27,2.548,1,214.8056534,6.415,2010-02-01
78756,9,2010-02-12,23.0,10291.67,2.548,1,214.8056534,6.415,2010-02-01
78757,9,2010-02-12,81.0,2131.29,2.548,1,214.8056534,6.415,2010-02-01
78758,9,2010-02-12,79.0,13029.33,2.548,1,214.8056534,6.415,2010-02-01
78759,9,2010-02-12,71.0,2141.5,2.548,1,214.8056534,6.415,2010-02-01
78760,9,2010-02-12,18.0,13587.5,2.548,1,214.8056534,6.415,2010-02-01
78761,9,2010-02-12,19.0,1257.51,2.548,1,214.8056534,6.415,2010-02-01
78762,9,2010-02-12,95.0,22317.38,2.548,1,214.8056534,6.415,2010-02-01
78763,9,2010-02-12,14.0,8004.04,2.548,1,214.8056534,6.415,2010-02-01
78764,9,2010-02-12,96.0,2304.09,2.548,1,214.8056534,6.415,2010-02-01
78765,9,2010-02-12,82.0,9063.69,2.548,1,214.8056534,6.415,2010-02-01
78767,9,2010-02-12,45.0,7.5,2.548,1,214.8056534,6.415,2010-02-01
78786,9,2010-02-19,96.0,1944.11,2.514,0,214.8506185,6.415,2010-02-01
78787,9,2010-02-19,11.0,11933.57,2.514,0,214.8506185,6.415,2010-02-01
78788,9,2010-02-19,52.0,1680.28,2.514,0,214.8506185,6.415,2010-02-01
78809,9,2010-02-19,32.0,6985.07,2.514,0,214.8506185,6.415,2010-02-01
78810,9,2010-02-19,13.0,22198.64,2.514,0,214.8506185,6.415,2010-02-01
78811,9,2010-02-19,30.0,1521.5,2.514,0,214.8506185,6.415,2010-02-01
78812,9,2010-02-19,34.0,8727.31,2.514,0,214.8506185,6.415,2010-02-01
78813,9,2010-02-19,31.0,1218.0,2.514,0,214.8506185,6.415,2010-02-01
78814,9,2010-02-19,18.0,10133.53,2.514,0,214.8506185,6.415,2010-02-01
78815,9,2010-02-19,29.0,2275.32,2.514,0,214.8506185,6.415,2010-02-01
78816,9,2010-02-19,91.0,424.26,2.514,0,214.8506185,6.415,2010-02-01
78817,9,2010-02-19,95.0,20694.32,2.514,0,214.8506185,6.415,2010-02-01
78818,9,2010-02-19,14.0,7188.32,2.514,0,214.8506185,6.415,2010-02-01
78819,9,2010-02-19,90.0,2452.7,2.514,0,214.8506185,6.415,2010-02-01
78820,9,2010-02-19,85.0,856.62,2.514,0,214.8506185,6.415,2010-02-01
78821,9,2010-02-19,67.0,5185.07,2.514,0,214.8506185,6.415,2010-02-01
78822,9,2010-02-19,27.0,986.5,2.514,0,214.8506185,6.415,2010-02-01
78823,9,2010-02-19,21.0,4124.84,2.514,0,214.8506185,6.415,2010-02-01
78808,9,2010-02-19,1.0,14819.97,2.514,0,214.8506185,6.415,2010-02-01
78807,9,2010-02-19,22.0,4282.0,2.514,0,214.8506185,6.415,2010-02-01
78806,9,2010-02-19,55.0,9525.18,2.514,0,214.8506185,6.415,2010-02-01
78805,9,2010-02-19,24.0,1620.96,2.514,0,214.8506185,6.415,2010-02-01
78789,9,2010-02-19,17.0,5021.03,2.514,0,214.8506185,6.415,2010-02-01
78790,9,2010-02-19,28.0,287.89,2.514,0,214.8506185,6.415,2010-02-01
78791,9,2010-02-19,94.0,2163.75,2.514,0,214.8506185,6.415,2010-02-01
78792,9,2010-02-19,51.0,1.16,2.514,0,214.8506185,6.415,2010-02-01
78793,9,2010-02-19,19.0,1490.4,2.514,0,214.8506185,6.415,2010-02-01
78794,9,2010-02-19,6.0,2778.76,2.514,0,214.8506185,6.415,2010-02-01
78795,9,2010-02-19,33.0,1793.79,2.514,0,214.8506185,6.415,2010-02-01
78750,9,2010-02-12,55.0,11471.91,2.548,1,214.8056534,6.415,2010-02-01
78796,9,2010-02-19,4.0,15069.46,2.514,0,214.8506185,6.415,2010-02-01
78798,9,2010-02-19,9.0,7301.19,2.514,0,214.8506185,6.415,2010-02-01
78799,9,2010-02-19,72.0,38087.01,2.514,0,214.8506185,6.415,2010-02-01
78800,9,2010-02-19,47.0,335.74,2.514,0,214.8506185,6.415,2010-02-01
78801,9,2010-02-19,8.0,20764.4,2.514,0,214.8506185,6.415,2010-02-01
78802,9,2010-02-19,16.0,6438.41,2.514,0,214.8506185,6.415,2010-02-01
78803,9,2010-02-19,71.0,2475.92,2.514,0,214.8506185,6.415,2010-02-01
78804,9,2010-02-19,2.0,22173.92,2.514,0,214.8506185,6.415,2010-02-01
78797,9,2010-02-19,44.0,2755.73,2.514,0,214.8506185,6.415,2010-02-01
78749,9,2010-02-12,56.0,1342.6,2.548,1,214.8056534,6.415,2010-02-01
78748,9,2010-02-12,74.0,6934.95,2.548,1,214.8056534,6.415,2010-02-01
78747,9,2010-02-12,94.0,982.5,2.548,1,214.8056534,6.415,2010-02-01
78693,9,2010-02-05,90.0,2335.92,2.572,0,214.6554591,6.415,2010-02-01
78694,9,2010-02-05,12.0,5874.81,2.572,0,214.6554591,6.415,2010-02-01
78695,9,2010-02-05,14.0,7177.15,2.572,0,214.6554591,6.415,2010-02-01
78696,9,2010-02-05,26.0,6076.44,2.572,0,214.6554591,6.415,2010-02-01
78697,9,2010-02-05,92.0,11620.09,2.572,0,214.6554591,6.415,2010-02-01
78698,9,2010-02-05,95.0,23292.1,2.572,0,214.6554591,6.415,2010-02-01
78699,9,2010-02-05,20.0,2132.74,2.572,0,214.6554591,6.415,2010-02-01
78700,9,2010-02-05,5.0,20476.63,2.572,0,214.6554591,6.415,2010-02-01
78701,9,2010-02-05,42.0,2504.68,2.572,0,214.6554591,6.415,2010-02-01
78702,9,2010-02-05,34.0,8620.13,2.572,0,214.6554591,6.415,2010-02-01
78703,9,2010-02-05,18.0,3972.24,2.572,0,214.6554591,6.415,2010-02-01
78704,9,2010-02-05,19.0,1441.38,2.572,0,214.6554591,6.415,2010-02-01
78705,9,2010-02-05,85.0,693.87,2.572,0,214.6554591,6.415,2010-02-01
78706,9,2010-02-05,59.0,241.86,2.572,0,214.6554591,6.415,2010-02-01
78707,9,2010-02-05,31.0,1095.82,2.572,0,214.6554591,6.415,2010-02-01
78692,9,2010-02-05,79.0,14562.38,2.572,0,214.6554591,6.415,2010-02-01
78691,9,2010-02-05,56.0,769.32,2.572,0,214.6554591,6.415,2010-02-01
78690,9,2010-02-05,10.0,11502.28,2.572,0,214.6554591,6.415,2010-02-01
78689,9,2010-02-05,35.0,1134.0,2.572,0,214.6554591,6.415,2010-02-01
78673,9,2010-02-05,72.0,51530.74,2.572,0,214.6554591,6.415,2010-02-01
78674,9,2010-02-05,13.0,24409.97,2.572,0,214.6554591,6.415,2010-02-01
78675,9,2010-02-05,91.0,292.64,2.572,0,214.6554591,6.415,2010-02-01
78676,9,2010-02-05,97.0,668.48,2.572,0,214.6554591,6.415,2010-02-01
78677,9,2010-02-05,27.0,1181.5,2.572,0,214.6554591,6.415,2010-02-01
78678,9,2010-02-05,25.0,6014.75,2.572,0,214.6554591,6.415,2010-02-01
78679,9,2010-02-05,2.0,24917.84,2.572,0,214.6554591,6.415,2010-02-01
78708,9,2010-02-05,54.0,178.0,2.572,0,214.6554591,6.415,2010-02-01
78680,9,2010-02-05,29.0,2604.7,2.572,0,214.6554591,6.415,2010-02-01
78682,9,2010-02-05,4.0,17483.9,2.572,0,214.6554591,6.415,2010-02-01
78683,9,2010-02-05,67.0,3596.09,2.572,0,214.6554591,6.415,2010-02-01
78684,9,2010-02-05,33.0,2235.49,2.572,0,214.6554591,6.415,2010-02-01
78685,9,2010-02-05,21.0,4335.93,2.572,0,214.6554591,6.415,2010-02-01
78686,9,2010-02-05,11.0,12275.17,2.572,0,214.6554591,6.415,2010-02-01
78687,9,2010-02-05,6.0,2314.75,2.572,0,214.6554591,6.415,2010-02-01
78688,9,2010-02-05,8.0,21573.69,2.572,0,214.6554591,6.415,2010-02-01
